model,task,split,n_params,auc_test
svm,3494,8,238,0.95159151193634
svm,3494,9,249,0.942970822281167
svm,37,1,402,0.9
svm,37,10,396,0.786153846153846
svm,37,2,395,0.751851851851852
svm,37,3,398,0.851111111111111
svm,37,4,390,0.791111111111111
svm,37,5,390,0.824444444444444
svm,37,6,394,0.852592592592593
svm,37,7,391,0.83037037037037
svm,37,8,400,0.89037037037037
svm,37,9,400,0.8
svm,3891,1,1564,0.983419723551302
svm,3891,10,1557,0.973195187165775
svm,3891,2,1534,0.952751196172249
svm,3891,3,1556,0.966374269005848
svm,3891,4,1542,0.963284157363105
svm,3891,5,1562,0.969397926634769
svm,3891,6,1538,0.942239946826188
svm,3891,7,1540,0.961149883682286
svm,3891,8,1555,0.975639747424394
svm,3891,9,1560,0.959859625668449
svm,3899,1,4541,0.942474375988783
svm,3899,10,4495,0.921444669821952
svm,3899,2,4481,0.940717997165801
svm,3899,3,4572,0.949190603654468
svm,3899,4,4501,0.933090776855538
svm,3899,5,4482,0.933645620112318
svm,3899,6,4500,0.932715165683815
svm,3899,7,4438,0.917646860159895
svm,3899,8,4512,0.937238846996002
svm,3899,9,4496,0.931750056344377
svm,3902,1,406,0.919270833333333
svm,3902,10,401,0.926011029411765
svm,3902,2,383,0.863715277777778
svm,3902,3,410,0.922309027777778
svm,3902,4,398,0.883246527777778
svm,3902,5,405,0.927517361111111
svm,3902,6,408,0.901041666666667
svm,3902,7,397,0.8984375
svm,3902,8,408,0.88671875
svm,3902,9,389,0.866498161764706
svm,3903,1,446,0.694148936170213
svm,3903,10,443,0.697098214285714
svm,3903,2,448,0.749113475177305
svm,3903,3,450,0.819148936170213
svm,3903,4,437,0.807142857142857
svm,3903,5,466,0.860714285714286
svm,3903,6,429,0.680580357142857
svm,3903,7,435,0.649553571428571
svm,3903,8,440,0.620089285714286
svm,3903,9,436,0.65625
svm,3913,1,226,0.850649350649351
svm,3913,10,217,0.813747228381375
svm,3913,2,202,0.865800865800866
svm,3913,3,213,0.883333333333333
svm,3913,4,207,0.733333333333333
svm,3913,5,222,0.902380952380952
svm,3913,6,207,0.776053215077605
svm,3913,7,221,0.637472283813747
svm,3913,8,222,0.634146341463415
svm,3913,9,206,0.725055432372506
svm,3917,1,742,0.716742318435754
svm,3917,10,740,0.627984550561798
svm,3917,2,764,0.704608938547486
svm,3917,3,754,0.755673882681564
svm,3917,4,740,0.72531494722506
svm,3917,5,726,0.697820905686074
svm,3917,6,750,0.769748042219952
svm,3917,7,756,0.739359891045284
svm,3917,8,750,0.806094654409261
svm,3917,9,763,0.857167177391896
svm,3918,1,314,0.846153846153846
svm,3918,10,304,0.68377253814147
svm,3918,2,276,0.748626373626374
svm,3918,3,292,0.838592233009709
svm,3918,4,293,0.799757281553398
svm,3918,5,278,0.769417475728155
svm,3918,6,294,0.753640776699029
svm,3918,7,308,0.827063106796116
svm,3918,8,288,0.766990291262136
svm,3918,9,292,0.779126213592233
svm,3954,1,1213,0.999667601587748
svm,3954,10,1191,0.999689650699438
svm,3954,2,1190,0.999793767408457
svm,3954,3,1205,0.999779361044131
svm,3954,4,1196,0.999843613047763
svm,3954,5,1209,0.999769662628489
svm,3954,6,1211,0.999911501957262
svm,3954,7,1204,0.999866646784915
svm,3954,8,1197,0.999727232060053
svm,3954,9,1223,0.999839976141898
svm,43,1,1297,0.976092008350073
svm,43,10,1295,0.960533871957861
svm,43,2,1317,0.978812554352123
svm,43,3,1347,0.980729701952724
svm,43,4,1325,0.982415493376106
svm,43,5,1283,0.9670290500802
svm,43,6,1301,0.979247113804234
svm,43,7,1271,0.968415216142894
svm,43,8,1297,0.982890750311887
svm,43,9,1302,0.977524307412028
svm,49,1,483,0.992303992303992
svm,49,10,492,1
svm,49,2,499,1
svm,49,3,495,1
svm,49,4,499,0.995670995670996
svm,49,5,510,0.997594997594998
svm,49,6,515,1
svm,49,7,494,0.999525616698292
svm,49,8,510,0.996204933586338
svm,49,9,502,0.998533724340176
svm,9946,1,125,1
svm,9946,10,141,1
svm,9946,2,127,0.998677248677249
svm,9946,3,131,0.977513227513228
svm,9946,4,121,1
svm,9946,5,122,1
svm,9946,6,127,1
svm,9946,7,130,0.981481481481482
svm,9946,8,124,0.997402597402597
svm,9946,9,127,0.992207792207792
svm,9952,1,1918,0.917152359313774
svm,9952,10,1939,0.910397992703742
svm,9952,2,1960,0.925367973920774
svm,9952,3,1936,0.914715663999473
svm,9952,4,1905,0.898383219730646
svm,9952,5,1913,0.905825435747896
svm,9952,6,1905,0.911988866061369
svm,9952,7,1939,0.932268539996024
svm,9952,8,1924,0.906869242494532
svm,9952,9,1912,0.910084352663464
svm,9957,1,441,0.957142857142857
svm,9957,10,437,0.91183574879227
svm,9957,2,449,0.972222222222222
svm,9957,3,425,0.878174603174603
svm,9957,4,442,0.927777777777778
svm,9957,5,427,0.928968253968254
svm,9957,6,433,0.893877551020408
svm,9957,7,442,0.971836734693878
svm,9957,8,437,0.911020408163265
svm,9957,9,453,0.963673469387755
svm,9967,1,270,0.999884205650764
svm,9967,10,267,1
svm,9967,2,269,0.999882477376895
svm,9967,3,266,1
svm,9967,4,268,1
svm,9967,5,261,0.999882477376895
svm,9967,6,260,1
svm,9967,7,263,1
svm,9967,8,273,1
svm,9967,9,273,1
svm,9970,1,1070,0.626981994087611
svm,9970,10,1063,0.559836065573771
svm,9970,2,1066,0.623219564633163
svm,9970,3,1061,0.549043715846995
svm,9970,4,1069,0.398633879781421
svm,9970,5,1058,0.57568306010929
svm,9970,6,1057,0.50327868852459
svm,9970,7,1060,0.477595628415301
svm,9970,8,1063,0.548907103825137
svm,9970,9,1061,0.566939890710383
svm,9971,1,353,0.579831932773109
svm,9971,10,362,0.717261904761905
svm,9971,2,344,0.581232492997199
svm,9971,3,362,0.735294117647059
svm,9971,4,367,0.48493543758967
svm,9971,5,370,0.694404591104735
svm,9971,6,364,0.667144906743185
svm,9971,7,361,0.72883787661406
svm,9971,8,363,0.717261904761905
svm,9971,9,360,0.69047619047619
svm,9976,1,2184,0.648402366863905
svm,9976,10,2188,0.671656804733728
svm,9976,2,2166,0.64094674556213
svm,9976,3,2169,0.561301775147929
svm,9976,4,2177,0.591301775147929
svm,9976,5,2189,0.668934911242604
svm,9976,6,2186,0.639940828402367
svm,9976,7,2166,0.572426035502959
svm,9976,8,2167,0.618284023668639
svm,9976,9,2165,0.599763313609467
svm,9977,1,4667,0.989747861851335
svm,9977,10,4661,0.990792567348907
svm,9977,2,4668,0.991103349594032
svm,9977,3,4653,0.988990833254298
svm,9977,4,4664,0.992145381370435
svm,9977,5,4692,0.991385815667177
svm,9977,6,4663,0.991036519321326
svm,9977,7,4632,0.989610783089959
svm,9977,8,4694,0.991779520252554
svm,9977,9,4657,0.989674350947409
svm,9978,1,394,0.94984243697479
svm,9978,10,380,0.926160337552743
svm,9978,2,371,0.952205882352941
svm,9978,3,402,0.88813025210084
svm,9978,4,373,0.900997899159664
svm,9978,5,380,0.875263713080169
svm,9978,6,397,0.904008438818565
svm,9978,7,381,0.816455696202532
svm,9978,8,366,0.898470464135021
svm,9978,9,379,0.886603375527426
svm,9980,1,139,0.725
svm,9980,10,137,0.828571428571429
svm,9980,2,143,0.935
svm,9980,3,140,0.775
svm,9980,4,141,0.865
svm,9980,5,138,0.914285714285714
svm,9980,6,142,0.86530612244898
svm,9980,7,142,0.836734693877551
svm,9980,8,152,0.955102040816327
svm,9980,9,136,0.828571428571429
svm,9983,1,6677,0.930010881471233
svm,9983,10,8315,0.858174613895268
svm,9983,2,8335,0.867923440562666
svm,9983,3,8411,0.86385189669088
svm,9983,4,8385,0.884789720973135
svm,9983,5,6532,0.944047799204427
svm,9983,6,8394,0.866700175833045
svm,9983,7,8411,0.882689092586187
svm,9983,8,8388,0.868386690080598
svm,9983,9,8490,0.869786122743032
