model,task,split,n_params,auc_test
safe_logreg_gbmtuned,9946,6,75,0.993386243386243
safe_logreg_gbmtuned,9946,7,62,0.971560846560847
safe_logreg_gbmtuned,9946,8,74,0.969480519480519
safe_logreg_gbmtuned,9946,9,75,0.992207792207792
safe_logreg_gbmtuned,9952,1,16,0.867916296223122
safe_logreg_gbmtuned,9952,10,18,0.882219911190346
safe_logreg_gbmtuned,9952,2,18,0.862474892159768
safe_logreg_gbmtuned,9952,3,19,0.870073100859429
safe_logreg_gbmtuned,9952,4,17,0.873497645625473
safe_logreg_gbmtuned,9952,5,15,0.867022334150706
safe_logreg_gbmtuned,9952,6,16,0.886838093975744
safe_logreg_gbmtuned,9952,7,16,0.910481145205116
safe_logreg_gbmtuned,9952,8,19,0.876946782424283
safe_logreg_gbmtuned,9952,9,19,0.882706878621304
safe_logreg_gbmtuned,9957,1,65,0.887301587301587
safe_logreg_gbmtuned,9957,10,50,0.907004830917874
safe_logreg_gbmtuned,9957,2,53,0.942460317460317
safe_logreg_gbmtuned,9957,3,76,0.875396825396825
safe_logreg_gbmtuned,9957,4,76,0.907142857142857
safe_logreg_gbmtuned,9957,5,50,0.910515873015873
safe_logreg_gbmtuned,9957,6,52,0.901632653061225
safe_logreg_gbmtuned,9957,7,56,0.965918367346939
safe_logreg_gbmtuned,9957,8,50,0.855102040816327
safe_logreg_gbmtuned,9957,9,60,0.918367346938776
safe_logreg_gbmtuned,9970,1,237,0.573098629400699
safe_logreg_gbmtuned,9970,10,273,0.562978142076503
safe_logreg_gbmtuned,9970,2,244,0.556167696855684
safe_logreg_gbmtuned,9970,3,273,0.591120218579235
safe_logreg_gbmtuned,9970,4,267,0.578415300546448
safe_logreg_gbmtuned,9970,5,312,0.699726775956284
safe_logreg_gbmtuned,9970,6,251,0.477185792349727
safe_logreg_gbmtuned,9970,7,266,0.622404371584699
safe_logreg_gbmtuned,9970,8,247,0.641530054644809
safe_logreg_gbmtuned,9970,9,265,0.538934426229508
safe_logreg_gbmtuned,9971,1,19,0.658963585434174
safe_logreg_gbmtuned,9971,10,18,0.727678571428571
safe_logreg_gbmtuned,9971,2,16,0.633053221288515
safe_logreg_gbmtuned,9971,3,20,0.857843137254902
safe_logreg_gbmtuned,9971,4,18,0.720229555236729
safe_logreg_gbmtuned,9971,5,27,0.696556671449067
safe_logreg_gbmtuned,9971,6,16,0.702295552367288
safe_logreg_gbmtuned,9971,7,17,0.806312769010043
safe_logreg_gbmtuned,9971,8,22,0.783482142857143
safe_logreg_gbmtuned,9971,9,25,0.732142857142857
safe_logreg_gbmtuned,9976,1,510,0.661715976331361
safe_logreg_gbmtuned,9976,10,510,0.658579881656805
safe_logreg_gbmtuned,9976,2,508,0.628165680473373
safe_logreg_gbmtuned,9976,3,510,0.580118343195266
safe_logreg_gbmtuned,9976,4,508,0.633195266272189
safe_logreg_gbmtuned,9976,5,507,0.696804733727811
safe_logreg_gbmtuned,9976,6,507,0.600591715976331
safe_logreg_gbmtuned,9976,7,508,0.582662721893491
safe_logreg_gbmtuned,9976,8,508,0.63
safe_logreg_gbmtuned,9976,9,508,0.615443786982249
safe_logreg_gbmtuned,9978,1,91,0.915441176470588
safe_logreg_gbmtuned,9978,10,111,0.89662447257384
safe_logreg_gbmtuned,9978,2,132,0.804359243697479
safe_logreg_gbmtuned,9978,3,90,0.878151260504202
safe_logreg_gbmtuned,9978,4,91,0.849002100840336
safe_logreg_gbmtuned,9978,5,81,0.911392405063291
safe_logreg_gbmtuned,9978,6,83,0.919831223628692
safe_logreg_gbmtuned,9978,7,105,0.852848101265823
safe_logreg_gbmtuned,9978,8,105,0.857594936708861
safe_logreg_gbmtuned,9978,9,106,0.90954641350211
safe_logreg_gbmtuned,9980,1,30,0.705
safe_logreg_gbmtuned,9980,10,44,0.857142857142857
safe_logreg_gbmtuned,9980,2,27,0.92
safe_logreg_gbmtuned,9980,3,27,0.58
safe_logreg_gbmtuned,9980,4,37,0.8
safe_logreg_gbmtuned,9980,5,41,0.808163265306122
safe_logreg_gbmtuned,9980,6,27,0.897959183673469
safe_logreg_gbmtuned,9980,7,26,0.844897959183673
safe_logreg_gbmtuned,9980,8,28,0.906122448979592
safe_logreg_gbmtuned,9980,9,27,0.755102040816327
safe_logreg_gbmtuned,9983,1,52,0.796475952669203
safe_logreg_gbmtuned,9983,10,52,0.790547075509928
safe_logreg_gbmtuned,9983,2,54,0.792363873515508
safe_logreg_gbmtuned,9983,3,54,0.790687514412545
safe_logreg_gbmtuned,9983,4,57,0.779659215381068
safe_logreg_gbmtuned,9983,5,55,0.786843868903494
safe_logreg_gbmtuned,9983,6,54,0.784456791191053
safe_logreg_gbmtuned,9983,7,55,0.804667682751066
safe_logreg_gbmtuned,9983,8,55,0.780072943401324
safe_logreg_gbmtuned,9983,9,52,0.798141294069972
safe_logreg_svm,10093,1,12,0.981690440706834
safe_logreg_svm,10093,10,14,1
safe_logreg_svm,10093,2,15,0.992974238875878
safe_logreg_svm,10093,3,12,0.989214840379638
safe_logreg_svm,10093,4,13,0.983175150992235
safe_logreg_svm,10093,5,15,0.998705780845557
safe_logreg_svm,10093,6,13,0.988136324417601
safe_logreg_svm,10093,7,14,0.997303710094909
safe_logreg_svm,10093,8,13,0.994283865401208
safe_logreg_svm,10093,9,13,0.981880931837791
safe_logreg_svm,10101,1,7,0.732456140350877
safe_logreg_svm,10101,10,7,0.675954592363261
safe_logreg_svm,10101,2,8,0.78411306042885
safe_logreg_svm,10101,3,7,0.64766081871345
safe_logreg_svm,10101,4,7,0.694444444444444
safe_logreg_svm,10101,5,6,0.738791423001949
safe_logreg_svm,10101,6,6,0.666666666666667
safe_logreg_svm,10101,7,8,0.738304093567251
safe_logreg_svm,10101,8,6,0.720760233918129
safe_logreg_svm,10101,9,9,0.724974200206398
safe_logreg_svm,14965,1,24,0.88511464060215
safe_logreg_svm,14965,10,26,0.891893664455565
safe_logreg_svm,14965,2,27,0.880358098262869
safe_logreg_svm,14965,3,27,0.890649683109129
safe_logreg_svm,14965,4,26,0.888168349932379
safe_logreg_svm,14965,5,25,0.902914051164711
safe_logreg_svm,14965,6,28,0.869852891037273
safe_logreg_svm,14965,7,28,0.885212296047672
safe_logreg_svm,14965,8,26,0.897915159240977
safe_logreg_svm,14965,9,28,0.888074352864519
safe_logreg_svm,219,1,25,0.846359613949721
safe_logreg_svm,219,10,23,0.845432789704226
safe_logreg_svm,219,2,26,0.840798104026632
safe_logreg_svm,219,3,22,0.835511420954459
safe_logreg_svm,219,4,23,0.840987840987841
safe_logreg_svm,219,5,23,0.849478893782691
safe_logreg_svm,219,6,23,0.838521169217372
safe_logreg_svm,219,7,22,0.858184266412115
safe_logreg_svm,219,8,22,0.844653157291936
safe_logreg_svm,219,9,22,0.836103620525189
safe_logreg_svm,31,1,25,0.767380952380952
safe_logreg_svm,31,10,23,0.725714285714286
safe_logreg_svm,31,2,22,0.768809523809524
safe_logreg_svm,31,3,26,0.700952380952381
safe_logreg_svm,31,4,26,0.754285714285714
safe_logreg_svm,31,5,24,0.615
safe_logreg_svm,31,6,23,0.711190476190476
safe_logreg_svm,31,7,22,0.8
safe_logreg_svm,31,8,22,0.771904761904762
safe_logreg_svm,31,9,26,0.72547619047619
safe_logreg_svm,34537,1,9,0.974905579114763
safe_logreg_svm,34537,10,9,0.975523477683756
safe_logreg_svm,34537,2,9,0.978534985422741
safe_logreg_svm,34537,3,9,0.975195467797509
safe_logreg_svm,34537,4,9,0.979865160349854
safe_logreg_svm,34537,5,9,0.972094487145508
safe_logreg_svm,34537,6,9,0.97310639258492
safe_logreg_svm,34537,7,9,0.978263684168592
safe_logreg_svm,34537,8,9,0.979391073502572
safe_logreg_svm,34537,9,9,0.971377136220342
safe_logreg_svm,3485,1,1062,0.716525722339676
safe_logreg_svm,3485,10,1069,0.757171526384134
safe_logreg_svm,3485,2,1060,0.669720460418135
safe_logreg_svm,3485,3,1066,0.679586563307494
safe_logreg_svm,3485,4,1067,0.72010805731736
safe_logreg_svm,3485,5,1050,0.728388536528071
safe_logreg_svm,3485,6,1056,0.710711768851304
safe_logreg_svm,3485,7,1060,0.742616520535302
safe_logreg_svm,3485,8,1064,0.716444339511274
safe_logreg_svm,3485,9,1053,0.692598276472671
safe_logreg_svm,3492,1,6,0.685586734693878
safe_logreg_svm,3492,10,5,0.766534391534392
safe_logreg_svm,3492,2,5,0.650510204081633
safe_logreg_svm,3492,3,5,0.57015306122449
safe_logreg_svm,3492,4,5,0.637755102040816
safe_logreg_svm,3492,5,5,0.751275510204082
safe_logreg_svm,3492,6,5,0.727040816326531
safe_logreg_svm,3492,7,5,0.776455026455026
safe_logreg_svm,3492,8,5,0.732142857142857
safe_logreg_svm,3492,9,5,0.836640211640212
safe_logreg_svm,3493,1,5,0.55
safe_logreg_svm,3493,10,6,0.454212454212454
safe_logreg_svm,3493,2,5,0.5175
safe_logreg_svm,3493,3,5,0.721875
safe_logreg_svm,3493,4,5,0.490625
safe_logreg_svm,3493,5,5,0.68
safe_logreg_svm,3493,6,5,0.452991452991453
safe_logreg_svm,3493,7,5,0.550671550671551
safe_logreg_svm,3493,8,5,0.691697191697192
safe_logreg_svm,3493,9,6,0.515873015873016
safe_logreg_svm,3494,1,6,0.958492975734355
safe_logreg_svm,3494,10,6,1
safe_logreg_svm,3494,2,6,1
safe_logreg_svm,3494,3,6,1
safe_logreg_svm,3494,4,6,1
safe_logreg_svm,3494,5,6,1
safe_logreg_svm,3494,6,6,1
safe_logreg_svm,3494,7,6,1
safe_logreg_svm,3494,8,6,0.952254641909814
safe_logreg_svm,3494,9,6,0.945623342175066
safe_logreg_svm,37,1,25,0.88
safe_logreg_svm,37,10,23,0.791538461538462
safe_logreg_svm,37,2,22,0.755185185185185
safe_logreg_svm,37,3,24,0.844444444444444
safe_logreg_svm,37,4,24,0.845185185185185
safe_logreg_svm,37,5,22,0.786666666666667
safe_logreg_svm,37,6,23,0.885185185185185
safe_logreg_svm,37,7,23,0.797777777777778
safe_logreg_svm,37,8,23,0.865555555555556
safe_logreg_svm,37,9,24,0.809230769230769
safe_logreg_svm,3891,1,1423,0.804658426368953
safe_logreg_svm,3891,10,1428,0.790207219251337
safe_logreg_svm,3891,2,1417,0.747740563530037
safe_logreg_svm,3891,3,1424,0.820474481658692
safe_logreg_svm,3891,4,1421,0.784988038277512
safe_logreg_svm,3891,5,1424,0.852737905369484
safe_logreg_svm,3891,6,1422,0.781538717181788
safe_logreg_svm,3891,7,1419,0.806563642406115
safe_logreg_svm,3891,8,1422,0.785892323030907
safe_logreg_svm,3891,9,1425,0.813770053475936
safe_logreg_svm,3899,1,14,0.918732333115895
safe_logreg_svm,3899,10,15,0.903430433476072
safe_logreg_svm,3899,2,14,0.908018797189794
safe_logreg_svm,3899,3,15,0.92767730616101
safe_logreg_svm,3899,4,14,0.913799664094893
safe_logreg_svm,3899,5,15,0.910878301879719
safe_logreg_svm,3899,6,16,0.906776703510309
safe_logreg_svm,3899,7,15,0.898657155240509
safe_logreg_svm,3899,8,16,0.916055785189869
safe_logreg_svm,3899,9,15,0.925292990759522
safe_logreg_svm,3902,1,96,0.84375
safe_logreg_svm,3902,10,85,0.896599264705882
safe_logreg_svm,3902,2,87,0.774305555555556
safe_logreg_svm,3902,3,92,0.896267361111111
safe_logreg_svm,3902,4,96,0.747829861111111
safe_logreg_svm,3902,5,93,0.899739583333333
safe_logreg_svm,3902,6,92,0.858506944444444
safe_logreg_svm,3902,7,88,0.889973958333333
safe_logreg_svm,3902,8,85,0.832899305555556
safe_logreg_svm,3902,9,84,0.807444852941177
safe_logreg_svm,3903,1,91,0.756205673758865
safe_logreg_svm,3903,10,86,0.822991071428571
safe_logreg_svm,3903,2,91,0.927304964539007
safe_logreg_svm,3903,3,90,0.826241134751773
safe_logreg_svm,3903,4,90,0.766517857142857
safe_logreg_svm,3903,5,89,0.740178571428571
safe_logreg_svm,3903,6,91,0.789508928571429
safe_logreg_svm,3903,7,88,0.778348214285714
safe_logreg_svm,3903,8,87,0.779464285714286
safe_logreg_svm,3903,9,89,0.7
safe_logreg_svm,3913,1,46,0.82034632034632
safe_logreg_svm,3913,10,49,0.903547671840355
safe_logreg_svm,3913,2,45,0.863636363636364
safe_logreg_svm,3913,3,48,0.907142857142857
safe_logreg_svm,3913,4,48,0.852380952380952
safe_logreg_svm,3913,5,50,0.947619047619048
safe_logreg_svm,3913,6,49,0.773835920177384
safe_logreg_svm,3913,7,49,0.703991130820399
safe_logreg_svm,3913,8,48,0.543237250554324
safe_logreg_svm,3913,9,48,0.740576496674058
safe_logreg_svm,3917,1,41,0.785701815642458
safe_logreg_svm,3917,10,45,0.774929775280899
safe_logreg_svm,3917,2,42,0.763966480446927
safe_logreg_svm,3917,3,41,0.789368016759777
safe_logreg_svm,3917,4,41,0.804307116104869
safe_logreg_svm,3917,5,38,0.726932243786176
safe_logreg_svm,3917,6,43,0.779877425944842
safe_logreg_svm,3917,7,43,0.765577119509704
safe_logreg_svm,3917,8,39,0.83384405856316
safe_logreg_svm,3917,9,45,0.84244126659857
safe_logreg_svm,3918,1,50,0.793956043956044
safe_logreg_svm,3918,10,50,0.830790568654646
safe_logreg_svm,3918,2,52,0.872252747252747
safe_logreg_svm,3918,3,48,0.912014563106796
safe_logreg_svm,3918,4,53,0.617111650485437
safe_logreg_svm,3918,5,54,0.770631067961165
safe_logreg_svm,3918,6,54,0.889563106796116
safe_logreg_svm,3918,7,49,0.766990291262136
safe_logreg_svm,3918,8,51,0.797936893203884
safe_logreg_svm,3918,9,52,0.753640776699029
safe_logreg_svm,3954,1,42,0.996868904007221
safe_logreg_svm,3954,10,40,0.995721180248692
safe_logreg_svm,3954,2,42,0.994981875794602
safe_logreg_svm,3954,3,44,0.997220191616447
safe_logreg_svm,3954,4,39,0.998171848651375
safe_logreg_svm,3954,5,41,0.996885596276778
safe_logreg_svm,3954,6,40,0.995658140547015
safe_logreg_svm,3954,7,40,0.997129875120776
safe_logreg_svm,3954,8,40,0.994875599634855
safe_logreg_svm,3954,9,40,0.995495085934024
safe_logreg_svm,43,1,92,0.968381976446493
safe_logreg_svm,43,10,88,0.96976177746094006
safe_logreg_svm,43,2,88,0.97956360186576
safe_logreg_svm,43,3,87,0.984366353071389
safe_logreg_svm,43,4,88,0.981742212717084
safe_logreg_svm,43,5,89,0.971108338778986
safe_logreg_svm,43,6,87,0.98021743004812
safe_logreg_svm,43,7,87,0.962217073605418
safe_logreg_svm,43,8,89,0.980019406324878
safe_logreg_svm,43,9,90,0.976672805402087
safe_logreg_svm,49,1,10,0.646945646945647
safe_logreg_svm,49,10,10,0.751710654936461
safe_logreg_svm,49,2,10,0.73015873015873
safe_logreg_svm,49,3,10,0.825156325156325
safe_logreg_svm,49,4,10,0.738816738816739
safe_logreg_svm,49,5,10,0.755651755651756
safe_logreg_svm,49,6,10,0.822029822029822
safe_logreg_svm,49,7,10,0.745256166982922
safe_logreg_svm,49,8,10,0.736717267552182
safe_logreg_svm,49,9,10,0.720918866080156
safe_logreg_svm,9946,1,115,0.997354497354497
safe_logreg_svm,9946,10,115,0.947619047619048
safe_logreg_svm,9946,2,113,0.978835978835979
safe_logreg_svm,9946,3,121,0.921957671957672
safe_logreg_svm,9946,4,117,0.94510582010582
safe_logreg_svm,9946,5,114,0.955026455026455
safe_logreg_svm,9946,6,114,0.908730158730159
safe_logreg_svm,9946,7,114,0.982804232804233
safe_logreg_svm,9946,8,113,0.992207792207792
safe_logreg_svm,9946,9,116,0.924675324675325
safe_logreg_svm,9952,1,18,0.870171885804603
safe_logreg_svm,9952,10,20,0.849428019610756
safe_logreg_svm,9952,2,17,0.858564654746617
safe_logreg_svm,9952,3,16,0.832304323487767
safe_logreg_svm,9952,4,15,0.846973887846159
safe_logreg_svm,9952,5,17,0.853825634568229
safe_logreg_svm,9952,6,17,0.850810192855723
safe_logreg_svm,9952,7,17,0.874353833918749
safe_logreg_svm,9952,8,18,0.863526409967526
safe_logreg_svm,9952,9,19,0.87547665032437
safe_logreg_svm,9957,1,75,0.91984126984127
safe_logreg_svm,9957,10,78,0.938405797101449
safe_logreg_svm,9957,2,80,0.949206349206349
safe_logreg_svm,9957,3,79,0.812301587301587
safe_logreg_svm,9957,4,79,0.897222222222222
safe_logreg_svm,9957,5,77,0.919047619047619
safe_logreg_svm,9957,6,78,0.917959183673469
safe_logreg_svm,9957,7,79,0.918979591836735
safe_logreg_svm,9957,8,79,0.842857142857143
safe_logreg_svm,9957,9,80,0.915510204081633
safe_logreg_svm,9970,1,317,0.516393442622951
safe_logreg_svm,9970,10,299,0.504508196721311
safe_logreg_svm,9970,2,309,0.532786885245902
safe_logreg_svm,9970,3,347,0.510928961748634
safe_logreg_svm,9970,4,307,0.579508196721311
safe_logreg_svm,9970,5,306,0.537978142076503
safe_logreg_svm,9970,6,286,0.554918032786885
safe_logreg_svm,9970,7,325,0.503005464480874
safe_logreg_svm,9970,8,304,0.470081967213115
safe_logreg_svm,9970,9,331,0.546448087431694
safe_logreg_svm,9971,1,27,0.714285714285714
safe_logreg_svm,9971,10,25,0.772321428571429
safe_logreg_svm,9971,2,26,0.551820728291317
safe_logreg_svm,9971,3,26,0.84453781512605
safe_logreg_svm,9971,4,25,0.715208034433286
safe_logreg_svm,9971,5,25,0.667144906743185
safe_logreg_svm,9971,6,25,0.739598278335725
safe_logreg_svm,9971,7,25,0.796269727403156
safe_logreg_svm,9971,8,23,0.752232142857143
safe_logreg_svm,9971,9,28,0.753720238095238
safe_logreg_svm,9976,1,1672,0.53094674556213
safe_logreg_svm,9976,10,1678,0.510591715976331
safe_logreg_svm,9976,2,1683,0.556834319526627
safe_logreg_svm,9976,3,1685,0.548402366863905
safe_logreg_svm,9976,4,1672,0.53792899408284
safe_logreg_svm,9976,5,1667,0.536686390532544
safe_logreg_svm,9976,6,1666,0.522396449704142
safe_logreg_svm,9976,7,1682,0.519467455621302
safe_logreg_svm,9976,8,1686,0.527781065088757
safe_logreg_svm,9976,9,1667,0.551627218934911
safe_logreg_svm,9978,1,216,0.906512605042017
safe_logreg_svm,9978,10,217,0.812763713080169
safe_logreg_svm,9978,2,218,0.808035714285714
safe_logreg_svm,9978,3,216,0.864233193277311
safe_logreg_svm,9978,4,214,0.792804621848739
safe_logreg_svm,9978,5,214,0.814345991561181
safe_logreg_svm,9978,6,220,0.857067510548523
safe_logreg_svm,9978,7,214,0.84493670886076
safe_logreg_svm,9978,8,213,0.798655063291139
safe_logreg_svm,9978,9,220,0.831223628691983
safe_logreg_svm,9980,1,69,0.6525
safe_logreg_svm,9980,10,71,0.66530612244898
safe_logreg_svm,9980,2,73,0.82
safe_logreg_svm,9980,3,68,0.715
safe_logreg_svm,9980,4,71,0.745
safe_logreg_svm,9980,5,71,0.816326530612245
safe_logreg_svm,9980,6,75,0.877551020408163
safe_logreg_svm,9980,7,68,0.726530612244898
safe_logreg_svm,9980,8,70,0.853061224489796
safe_logreg_svm,9980,9,69,0.861224489795918
safe_logreg_svm,9983,1,54,0.776017345497521
safe_logreg_svm,9983,10,56,0.769075599981989
safe_logreg_svm,9983,2,53,0.770442393058918
safe_logreg_svm,9983,3,56,0.765796148968062
safe_logreg_svm,9983,4,54,0.75998789346247
safe_logreg_svm,9983,5,58,0.785527823417503
safe_logreg_svm,9983,6,56,0.761196745647411
safe_logreg_svm,9983,7,53,0.761772346650525
safe_logreg_svm,9983,8,57,0.744245125849881
safe_logreg_svm,9983,9,56,0.767652753388266
