"","model","split","auc_train","auc_test"
"1","safe_logreg_gbm",1,0.948174185214626,0.934126984126984
"2","safe_logreg_gbm",2,0.945260333863275,0.921825396825397
"3","safe_logreg_gbm",3,0.941775139109698,0.894047619047619
"4","safe_logreg_gbm",4,0.943710254372019,0.924603174603175
"5","safe_logreg_gbm",5,0.949446045310016,0.915476190476191
"6","safe_logreg_gbm",6,0.944779578919216,0.906938775510204
"7","safe_logreg_gbm",7,0.946126720453274,0.961224489795918
"8","safe_logreg_gbm",8,0.956210471053792,0.810204081632653
"9","safe_logreg_gbm",9,0.940691103417876,0.926122448979592
"10","safe_logreg_gbm",10,0.949771825396825,0.909420289855073
