"","model","split","auc_train","auc_test"
"1","gbm",1,0.770233764336328,0.696923076923077
"2","gbm",2,0.775597925341515,0.709526627218935
"3","gbm",3,0.773605814887866,0.655739644970414
"4","gbm",4,0.772787639710717,0.685147928994083
"5","gbm",5,0.766560742201768,0.728520710059172
"6","gbm",6,0.768444736649865,0.716331360946746
"7","gbm",7,0.768535320330192,0.64905325443787
"8","gbm",8,0.767860325809044,0.674201183431953
"9","gbm",9,0.771984805318139,0.650118343195266
"10","gbm",10,0.770134414493389,0.735325443786982
