"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.939412198450431,0.770390070921986
"2","gbmtuned",2,0.906404076421905,0.863031914893617
"3","gbmtuned",3,0.905498877443212,0.868351063829787
"4","gbmtuned",4,0.863354447083663,0.860714285714286
"5","gbmtuned",5,0.865336610363332,0.796205357142857
"6","gbmtuned",6,0.876248130553356,0.784151785714286
"7","gbmtuned",7,0.936705485176388,0.761607142857143
"8","gbmtuned",8,0.857889064836808,0.797991071428571
"9","gbmtuned",9,0.858741312571479,0.816741071428571
"10","gbmtuned",10,0.859384622151843,0.848883928571429
