"","model","split","auc_train","auc_test"
"1","svm",1,0.891867219917012,0.897037037037037
"2","svm",2,0.901991701244813,0.752592592592593
"3","svm",3,0.894449054863993,0.846666666666667
"4","svm",4,0.896597510373444,0.788148148148148
"5","svm",5,0.899760258183495,0.822222222222222
"6","svm",6,0.896284001844168,0.852592592592593
"7","svm",7,0.898718303365606,0.837037037037037
"8","svm",8,0.889368372521899,0.89037037037037
"9","svm",9,0.897254361799816,0.803846153846154
"10","svm",10,0.905068870523416,0.786153846153846
