"","model","split","auc_train","auc_test"
"1","safe_logreg_gbm",1,0.912929400190891,0.919743609930195
"2","safe_logreg_gbm",2,0.915116438840443,0.905807859279753
"3","safe_logreg_gbm",3,0.912843769518033,0.935524776750568
"4","safe_logreg_gbm",4,0.889741077162303,0.899634290812845
"5","safe_logreg_gbm",5,0.915032139814289,0.908179064414303
"6","safe_logreg_gbm",6,0.895148466043776,0.894635375525589
"7","safe_logreg_gbm",7,0.891243578846328,0.864350539333137
"8","safe_logreg_gbm",8,0.916059589176768,0.915487276090909
"9","safe_logreg_gbm",9,0.914654986103642,0.921532942678987
"10","safe_logreg_gbm",10,0.915412551441901,0.906386635113816
