"","model","split","auc_train","auc_test"
"1","gbm",1,0.937139805246423,0.900793650793651
"2","gbm",2,0.933038553259142,0.936111111111111
"3","gbm",3,0.942738970588235,0.871825396825397
"4","gbm",4,0.934779908585056,0.940873015873016
"5","gbm",5,0.939673589030207,0.877380952380952
"6","gbm",6,0.937726896770327,0.886122448979592
"7","gbm",7,0.931454269002372,0.932040816326531
"8","gbm",8,0.936060304394554,0.883673469387755
"9","gbm",9,0.931194250875394,0.951836734693878
"10","gbm",10,0.934340277777778,0.911030595813205
