"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.592599923867529,0.583333333333333
"2","gbmtuned",2,0.617885809480539,0.48125
"3","gbmtuned",3,0.594290474026957,0.6825
"4","gbmtuned",4,0.602710888989853,0.52
"5","gbmtuned",5,0.597379978797516,0.57125
"6","gbmtuned",6,0.598572730033404,0.345543345543346
"7","gbmtuned",7,0.598967506832675,0.506715506715507
"8","gbmtuned",8,0.565532948679016,0.628815628815629
"9","gbmtuned",9,0.595262678408746,0.518925518925519
"10","gbmtuned",10,0.616322502277558,0.466422466422466
