"","model","split","auc_train","auc_test"
"1","gbm",1,0.828924162257496,0.836190476190476
"2","gbm",2,0.83626102292769,0.750476190476191
"3","gbm",3,0.842692533803645,0.712857142857143
"4","gbm",4,0.833015873015873,0.777142857142857
"5","gbm",5,0.837619047619048,0.75047619047619
"6","gbm",6,0.835796590241035,0.809047619047619
"7","gbm",7,0.834150499706055,0.808095238095238
"8","gbm",8,0.829147560258671,0.858571428571429
"9","gbm",9,0.83413874191652,0.784761904761905
"10","gbm",10,0.840358612580835,0.74952380952381
