"","model","split","auc_train","auc_test"
"1","gbm",1,0.98254254868263,0.981168831168831
"2","gbm",2,0.982299598177716,0.985285250463822
"3","gbm",3,0.982176116761669,0.982194208852372
"4","gbm",4,0.982276547767492,0.983540948847071
"5","gbm",5,0.982826257062105,0.97924231380864
"6","gbm",6,0.982219373024505,0.983085677104082
"7","gbm",7,0.982565071223735,0.982660744163812
"8","gbm",8,0.982437794770965,0.982394225983076
"9","gbm",9,0.982578446491108,0.981081798573088
"10","gbm",10,0.98263636912906,0.982362701178032
