"","model","split","auc_train","auc_test"
"1","gbm300",1,0.604156832889227,0.532142857142857
"2","gbm300",2,0.610252915341511,0.46875
"3","gbm300",3,0.585658034226867,0.72375
"4","gbm300",4,0.602953203089505,0.52
"5","gbm300",5,0.596486445555051,0.60125
"6","gbm300",6,0.621393865775888,0.401709401709402
"7","gbm300",7,0.60561797752809,0.517704517704518
"8","gbm300",8,0.591481931369572,0.68986568986569
"9","gbm300",9,0.606088672942605,0.490842490842491
"10","gbm300",10,0.614819313695718,0.456654456654457
