"","model","split","auc_train","auc_test"
"1","safe_logreg_gbmtuned",1,0.826816578483245,0.81
"2","safe_logreg_gbmtuned",2,0.83289241622575,0.755238095238095
"3","safe_logreg_gbmtuned",3,0.825114638447972,0.713333333333333
"4","safe_logreg_gbmtuned",4,0.825323339212228,0.811428571428571
"5","safe_logreg_gbmtuned",5,0.832768959435626,0.721428571428571
"6","safe_logreg_gbmtuned",6,0.825993533215755,0.763333333333333
"7","safe_logreg_gbmtuned",7,0.826466784244562,0.784761904761905
"8","safe_logreg_gbmtuned",8,0.808203997648442,0.842142857142857
"9","safe_logreg_gbmtuned",9,0.81854203409759,0.756666666666667
"10","safe_logreg_gbmtuned",10,0.809764844209289,0.74
