"","model","split","auc_train","auc_test"
"1","svm",1,0.952184554441438,0.869585043319653
"2","svm",2,0.952171784389311,0.849209531446901
"3","svm",3,0.953932189070291,0.869830450223393
"4","svm",4,0.950156863368913,0.884551495016611
"5","svm",5,0.952778381664926,0.854250200481155
"6","svm",6,0.942953697468446,0.852388589758277
"7","svm",7,0.943867835320858,0.84554359033108
"8","svm",8,0.952902607822761,0.85411650040133
"9","svm",9,0.940587025215787,0.869051714252953
"10","svm",10,0.953017835556592,0.838292626992317
