"","model","split","auc_train","auc_test"
"1","gbm",1,0.959154875398281,0.959906951286262
"2","gbm",2,0.959894066694101,0.96067548417572
"3","gbm",3,0.958200536313183,0.97009001207159
"4","gbm",4,0.958697946885638,0.963903322311447
"5","gbm",5,0.959854916280993,0.958543274025088
"6","gbm",6,0.960701766094271,0.950020920384335
"7","gbm",7,0.960531391352276,0.951029414248001
"8","gbm",8,0.959953413999531,0.962267319357641
"9","gbm",9,0.960317640036885,0.956684321238074
"10","gbm",10,0.960191763118278,0.950411313950868
