"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.592165968785687,0.55
"2","safe_logreg_svm",2,0.592526124488869,0.5175
"3","safe_logreg_svm",3,0.568150840527033,0.721875
"4","safe_logreg_svm",4,0.589618355293049,0.490625
"5","safe_logreg_svm",5,0.57600333181887,0.68
"6","safe_logreg_svm",6,0.608434558153659,0.452991452991453
"7","safe_logreg_svm",7,0.585423625873064,0.550671550671551
"8","safe_logreg_svm",8,0.572289705435773,0.691697191697192
"9","safe_logreg_svm",9,0.601822046765867,0.515873015873016
"10","safe_logreg_svm",10,0.607341330094139,0.454212454212454
