"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.848463233631615,0.846359613949721
"2","safe_logreg_svm",2,0.843423415085497,0.840798104026632
"3","safe_logreg_svm",3,0.84628081250129,0.835511420954459
"4","safe_logreg_svm",4,0.839947740628976,0.840987840987841
"5","safe_logreg_svm",5,0.843420109191627,0.849478893782691
"6","safe_logreg_svm",6,0.843266058560593,0.838521169217372
"7","safe_logreg_svm",7,0.842485059690306,0.858184266412115
"8","safe_logreg_svm",8,0.840793056910242,0.844653157291936
"9","safe_logreg_svm",9,0.846852065576971,0.836103620525189
"10","safe_logreg_svm",10,0.842319642782595,0.845432789704226
