"","model","split","auc_train","auc_test"
"1","h2o",1,0,0
"2","h2o",2,0,0
"3","h2o",3,0,0
"4","h2o",4,0,0
"5","h2o",5,0,0
"6","h2o",6,0,0
"7","h2o",7,0,0
"8","h2o",8,0,0
"9","h2o",9,0,0
"10","h2o",10,0,0
