"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.815855768741412,0.785701815642458
"2","safe_logreg_svm",2,0.817147183062751,0.763966480446927
"3","safe_logreg_svm",3,0.81066996624086,0.789368016759777
"4","safe_logreg_svm",4,0.813285062677427,0.804307116104869
"5","safe_logreg_svm",5,0.817858016224895,0.726932243786176
"6","safe_logreg_svm",6,0.825467555527203,0.779877425944842
"7","safe_logreg_svm",7,0.83327379243618,0.765577119509704
"8","safe_logreg_svm",8,0.80895133594888,0.83384405856316
"9","safe_logreg_svm",9,0.811783781484907,0.84244126659857
"10","safe_logreg_svm",10,0.820916777926124,0.774929775280899
