"","model","split","auc_train","auc_test"
"1","svm",1,0.969070095486111,0.919704861111111
"2","svm",2,0.962896050347222,0.864149305555556
"3","svm",3,0.9600830078125,0.928819444444444
"4","svm",4,0.9655029296875,0.886284722222222
"5","svm",5,0.965131293402778,0.92578125
"6","svm",6,0.966183810763889,0.899739583333333
"7","svm",7,0.958051215277778,0.897569444444444
"8","svm",8,0.971495225694444,0.885416666666667
"9","svm",9,0.970507677708765,0.866957720588235
"10","svm",10,0.96652324879227,0.925551470588235
