"","model","split","auc_train","auc_test"
"1","gbm300",1,0.850427078562098,0.81145251396648
"2","gbm300",2,0.849324393098885,0.799144553072626
"3","gbm300",3,0.850657158125095,0.818173882681564
"4","gbm300",4,0.85211742315503,0.803626149131767
"5","gbm300",5,0.853353960001276,0.747105890364317
"6","gbm300",6,0.851715522099242,0.762512768130746
"7","gbm300",7,0.846402560258578,0.798433775961866
"8","gbm300",8,0.845519015874028,0.83869594824651
"9","gbm300",9,0.844130437093979,0.865594143684031
"10","gbm300",10,0.855464428762159,0.764922752808989
