"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.911345215373706,0.918732333115895
"2","safe_logreg_svm",2,0.914054630076535,0.908018797189794
"3","safe_logreg_svm",3,0.912403330265451,0.92767730616101
"4","safe_logreg_svm",4,0.912110460626785,0.913799664094893
"5","safe_logreg_svm",5,0.914565206582059,0.910878301879719
"6","safe_logreg_svm",6,0.915323660602121,0.906776703510309
"7","safe_logreg_svm",7,0.914731696658256,0.898657155240509
"8","safe_logreg_svm",8,0.914122666294432,0.916055785189869
"9","safe_logreg_svm",9,0.913631172501414,0.925292990759522
"10","safe_logreg_svm",10,0.915578785845863,0.903430433476072
