"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.871522418746268,0.856081733540874
"2","gbmtuned",2,0.875743525834026,0.840220728121757
"3","gbmtuned",3,0.873441223070905,0.858427375187363
"4","gbmtuned",4,0.872572168995245,0.846976608439986
"5","gbmtuned",5,0.872104493939406,0.849934783235328
"6","gbmtuned",6,0.870399433728216,0.856103352357892
"7","gbmtuned",7,0.869586512223813,0.864552706675891
"8","gbmtuned",8,0.873165026821696,0.834603989373677
"9","gbmtuned",9,0.871955581848428,0.848931514250979
"10","gbmtuned",10,0.873092368048822,0.841390427304246
