"","model","split","auc_train","auc_test"
"1","logreg",1,0.908025971389419,0.907484600887091
"2","logreg",2,0.908327726023685,0.904180326935774
"3","logreg",3,0.907150791571847,0.913414731163651
"4","logreg",4,0.907481149153232,0.91183027681071
"5","logreg",5,0.907242473109478,0.912363005784726
"6","logreg",6,0.909876060360131,0.891117300764099
"7","logreg",7,0.909212889441889,0.893554121475465
"8","logreg",8,0.90678997677557,0.916008292577594
"9","logreg",9,0.908306119274874,0.900038261778756
"10","logreg",10,0.907323454569693,0.916900909569612
