"","model","split","auc_train","auc_test"
"1","gbm",1,0.870530198248041,0.899259259259259
"2","gbm",2,0.882646380820655,0.768148148148148
"3","gbm",3,0.87339326878746,0.868888888888889
"4","gbm",4,0.878953434762563,0.805185185185185
"5","gbm",5,0.880059935454126,0.817037037037037
"6","gbm",6,0.874366067312125,0.893333333333333
"7","gbm",7,0.878948824343015,0.804444444444444
"8","gbm",8,0.877150760719225,0.844444444444444
"9","gbm",9,0.877832874196511,0.820769230769231
"10","gbm",10,0.884462809917355,0.8
