"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.770193124506199,0.646945646945647
"2","safe_logreg_svm",2,0.761632914926606,0.73015873015873
"3","safe_logreg_svm",3,0.748685672193279,0.825156325156325
"4","safe_logreg_svm",4,0.757640922672971,0.738816738816739
"5","safe_logreg_svm",5,0.759369597889947,0.755651755651756
"6","safe_logreg_svm",6,0.751272744554079,0.822029822029822
"7","safe_logreg_svm",7,0.758692703127231,0.745256166982922
"8","safe_logreg_svm",8,0.75947213099148,0.736717267552182
"9","safe_logreg_svm",9,0.761421048886359,0.720918866080156
"10","safe_logreg_svm",10,0.756943950283451,0.751710654936461
