"","model","split","auc_train","auc_test"
"1","gbm",1,0.880150033488525,0.863092298067108
"2","gbm",2,0.879353202375931,0.879976291613158
"3","gbm",3,0.881153771476913,0.851271032961243
"4","gbm",4,0.880734858985163,0.871834765715038
"5","gbm",5,0.881879599919129,0.854852872953807
"6","gbm",6,0.879374305018864,0.869640135197826
"7","gbm",7,0.875507580797162,0.90739943004838
"8","gbm",8,0.878566211117742,0.874039035058652
"9","gbm",9,0.877260709795031,0.873248155301342
"10","gbm",10,0.879347832513932,0.883408441869295
