"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.989719862257854,0.981690440706834
"2","safe_logreg_svm",2,0.998550782444524,0.992974238875878
"3","safe_logreg_svm",3,0.988141704769339,0.989214840379638
"4","safe_logreg_svm",4,0.988547956262911,0.983175150992235
"5","safe_logreg_svm",5,0.993359248461289,0.998705780845557
"6","safe_logreg_svm",6,0.996321167030434,0.988136324417601
"7","safe_logreg_svm",7,0.994523570552343,0.997303710094909
"8","safe_logreg_svm",8,0.995689220262656,0.994283865401208
"9","safe_logreg_svm",9,0.992419294025182,0.981880931837791
"10","safe_logreg_svm",10,0.997339451002884,1
