"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.900538985701519,0.82034632034632
"2","safe_logreg_svm",2,0.883028932082216,0.863636363636364
"3","safe_logreg_svm",3,0.886846687487908,0.907142857142857
"4","safe_logreg_svm",4,0.89234681186258,0.852380952380952
"5","safe_logreg_svm",5,0.89146236975208,0.947619047619048
"6","safe_logreg_svm",6,0.901278409090909,0.773835920177384
"7","safe_logreg_svm",7,0.891822638146168,0.703991130820399
"8","safe_logreg_svm",8,0.908756684491979,0.543237250554324
"9","safe_logreg_svm",9,0.897365196078431,0.740576496674058
"10","safe_logreg_svm",10,0.896432152406417,0.903547671840355
