"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.731633771929825,0.732456140350877
"2","safe_logreg_svm",2,0.719669834307992,0.78411306042885
"3","safe_logreg_svm",3,0.732730263157895,0.64766081871345
"4","safe_logreg_svm",4,0.73260843079922,0.694444444444444
"5","safe_logreg_svm",5,0.730592105263158,0.738791423001949
"6","safe_logreg_svm",6,0.732462231968811,0.666666666666667
"7","safe_logreg_svm",7,0.716617933723197,0.738304093567251
"8","safe_logreg_svm",8,0.71650828460039,0.720760233918129
"9","safe_logreg_svm",9,0.724486336614483,0.724974200206398
"10","safe_logreg_svm",10,0.711894470475706,0.675954592363261
