"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.793580977427131,0.652662721893491
"2","gbmtuned",2,0.797236467236467,0.720710059171598
"3","gbmtuned",3,0.795185185185185,0.638934911242604
"4","gbmtuned",4,0.793814011249909,0.663195266272189
"5","gbmtuned",5,0.788922492512236,0.721005917159763
"6","gbmtuned",6,0.790368909343268,0.688639053254438
"7","gbmtuned",7,0.796318211702827,0.645325443786982
"8","gbmtuned",8,0.788990430272482,0.680414201183432
"9","gbmtuned",9,0.79417780699832,0.658165680473373
"10","gbmtuned",10,0.787589305281613,0.718520710059172
