"","model","split","auc_train","auc_test"
"1","safe_logreg_gbmtuned",1,0.942203776041667,0.90234375
"2","safe_logreg_gbmtuned",2,0.946842447916667,0.829861111111111
"3","safe_logreg_gbmtuned",3,0.951898871527778,0.891710069444444
"4","safe_logreg_gbmtuned",4,0.947564019097222,0.895833333333333
"5","safe_logreg_gbmtuned",5,0.934038628472222,0.934461805555556
"6","safe_logreg_gbmtuned",6,0.945955403645833,0.894748263888889
"7","safe_logreg_gbmtuned",7,0.935932074652778,0.8828125
"8","safe_logreg_gbmtuned",8,0.945347764756944,0.936197916666667
"9","safe_logreg_gbmtuned",9,0.945746527777778,0.878446691176471
"10","safe_logreg_gbmtuned",10,0.944781422532781,0.935891544117647
