"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.880842056650246,0.793956043956044
"2","safe_logreg_svm",2,0.894642857142857,0.872252747252747
"3","safe_logreg_svm",3,0.88783326313162,0.912014563106796
"4","safe_logreg_svm",4,0.896951685621129,0.617111650485437
"5","safe_logreg_svm",5,0.882217126097877,0.770631067961165
"6","safe_logreg_svm",6,0.886663234582924,0.889563106796116
"7","safe_logreg_svm",7,0.904205862623048,0.766990291262136
"8","safe_logreg_svm",8,0.90886257624686,0.797936893203884
"9","safe_logreg_svm",9,0.919439634327078,0.753640776699029
"10","safe_logreg_svm",10,0.898493003229279,0.830790568654646
