"","model","split","auc_train","auc_test"
"1","safe_logreg_gbmtuned",1,0.995120974477458,0.99632542047186
"2","safe_logreg_gbmtuned",2,0.995240103421705,0.99550170323858
"3","safe_logreg_gbmtuned",3,0.995172905105542,0.995847865803023
"4","safe_logreg_gbmtuned",4,0.994240615442455,0.993691786775483
"5","safe_logreg_gbmtuned",5,0.995207782796589,0.995105937006366
"6","safe_logreg_gbmtuned",6,0.996643329100459,0.995116241572986
"7","safe_logreg_gbmtuned",7,0.995122100434548,0.996510388821606
"8","safe_logreg_gbmtuned",8,0.996532386608098,0.995098057043656
"9","safe_logreg_gbmtuned",9,0.995065158487446,0.994250051825909
"10","safe_logreg_gbmtuned",10,0.995310859097257,0.994120941667667
