"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.871690683646113,0.874458874458874
"2","gbmtuned",2,0.868828194816801,0.908008658008658
"3","gbmtuned",3,0.878693236781736,0.878571428571429
"4","gbmtuned",4,0.872557419640143,0.892857142857143
"5","gbmtuned",5,0.871037284762721,0.913095238095238
"6","gbmtuned",6,0.870933600713013,0.906873614190687
"7","gbmtuned",7,0.934102049910873,0.680709534368071
"8","gbmtuned",8,0.90386864973262,0.620842572062084
"9","gbmtuned",9,0.887087789661319,0.78159645232816
"10","gbmtuned",10,0.873760583778966,0.900221729490022
