"","model","split","auc_train","auc_test"
"1","logreg",1,0.987655788838263,0.985291876490856
"2","logreg",2,0.987313574177776,0.989454677975086
"3","logreg",3,0.987402009144176,0.988399483169891
"4","logreg",4,0.987324219127435,0.988556851311953
"5","logreg",5,0.987959661208919,0.98192254174397
"6","logreg",6,0.987350139288274,0.988604825644703
"7","logreg",7,0.987513665936302,0.98723541284891
"8","logreg",8,0.987412612545937,0.987808196449311
"9","logreg",9,0.987672752732639,0.985276256844201
"10","logreg",10,0.987701591247435,0.984967645594823
