"","model","split","auc_train","auc_test"
"1","svm",1,0.937406453600986,0.709219858156028
"2","svm",2,0.924351228209192,0.720301418439716
"3","svm",3,0.938212603451312,0.820035460992908
"4","svm",4,0.93479205155274,0.806696428571429
"5","svm",5,0.941522059470397,0.860714285714286
"6","svm",6,0.938184547373977,0.664508928571429
"7","svm",7,0.933554917744348,0.639285714285714
"8","svm",8,0.939977016803026,0.619196428571429
"9","svm",9,0.945970242808129,0.665178571428571
"10","svm",10,0.940452626022697,0.693526785714286
