"","model","split","auc_train","auc_test"
"1","safe_logreg_svm",1,0.83746887966805,0.891111111111111
"2","safe_logreg_svm",2,0.851360073766713,0.755185185185185
"3","safe_logreg_svm",3,0.840156754264638,0.844444444444444
"4","safe_logreg_svm",4,0.84144306131858,0.843703703703704
"5","safe_logreg_svm",5,0.844776394651913,0.79037037037037
"6","safe_logreg_svm",6,0.833042876901798,0.904444444444444
"7","safe_logreg_svm",7,0.849506685108345,0.807407407407407
"8","safe_logreg_svm",8,0.84159520516367,0.873333333333333
"9","safe_logreg_svm",9,0.844866850321396,0.811538461538462
"10","safe_logreg_svm",10,0.846372819100092,0.791538461538462
