"","model","split","auc_train","auc_test"
"1","svm",1,0.916572430418584,0.648402366863905
"2","svm",2,0.918354152969538,0.641005917159763
"3","svm",3,0.921448608371685,0.56112426035503
"4","svm",4,0.919420702754036,0.59112426035503
"5","svm",5,0.915855796625027,0.66887573964497
"6","svm",6,0.918381912484477,0.639704142011834
"7","svm",7,0.921396741909562,0.572366863905325
"8","svm",8,0.915315947110819,0.61810650887574
"9","svm",9,0.917945795894514,0.599704142011834
"10","svm",10,0.918670465337132,0.671597633136095
