"","model","split","auc_train","auc_test"
"1","gbm",1,0.628654153690767,0.55428648212846
"2","gbm",2,0.660227253598182,0.544880408492341
"3","gbm",3,0.658021641966596,0.546857923497268
"4","gbm",4,0.676363544712169,0.583060109289617
"5","gbm",5,0.671289108445072,0.539344262295082
"6","gbm",6,0.657594851631549,0.515573770491803
"7","gbm",7,0.659979164566321,0.44672131147541
"8","gbm",8,0.659580938938737,0.514617486338798
"9","gbm",9,0.659562455892731,0.472814207650273
"10","gbm",10,0.666122256947945,0.573907103825137
