"","model","split","auc_train","auc_test"
"1","safe_logreg_gbmtuned",1,0.80438213684556,0.802330148160959
"2","safe_logreg_gbmtuned",2,0.801044984317907,0.791361300876283
"3","safe_logreg_gbmtuned",3,0.801306187586291,0.797513655886083
"4","safe_logreg_gbmtuned",4,0.805477311332568,0.785862014297244
"5","safe_logreg_gbmtuned",5,0.801876687104571,0.800693423555863
"6","safe_logreg_gbmtuned",6,0.800532652287788,0.794623039893924
"7","safe_logreg_gbmtuned",7,0.796576885020812,0.804695607056382
"8","safe_logreg_gbmtuned",8,0.802194074762697,0.782589941014904
"9","safe_logreg_gbmtuned",9,0.799025144783781,0.802255842226125
"10","safe_logreg_gbmtuned",10,0.801645764574011,0.780289071997839
