"","model","split","auc_train","auc_test"
"1","gbm",1,0.872809913717204,0.798980496453901
"2","gbm",2,0.864354970065152,0.877881205673759
"3","gbm",3,0.864123855432294,0.860372340425532
"4","gbm",4,0.86854216152019,0.862946428571429
"5","gbm",5,0.872533979941937,0.802232142857143
"6","gbm",6,0.871549771267705,0.774330357142857
"7","gbm",7,0.865952428081288,0.823660714285714
"8","gbm",8,0.866862408727017,0.807589285714286
"9","gbm",9,0.861036883082608,0.80625
"10","gbm",10,0.864459619952494,0.841964285714286
