"","model","split","auc_train","auc_test"
"1","gbm300",1,0.985642123670543,0.979302059947221
"2","gbm300",2,0.984818298846307,0.989544628033837
"3","gbm300",3,0.9850330132566,0.988180883864337
"4","gbm300",4,0.985135741721958,0.989326521317254
"5","gbm300",5,0.986029704827328,0.975187627477772
"6","gbm300",6,0.985463605529896,0.983544228598586
"7","gbm300",7,0.986837092349893,0.971682607576388
"8","gbm300",8,0.9858574084277,0.98021743004812
"9","gbm300",9,0.985383257527802,0.983534327412424
"10","gbm300",10,0.986268062426246,0.976049030673875
