"","model","split","auc_train","auc_test"
"1","gbm",1,0.780330165692008,0.756335282651072
"2","gbm",2,0.769340886939571,0.86598440545809
"3","gbm",3,0.792781432748538,0.673976608187134
"4","gbm",4,0.786202485380117,0.683235867446394
"5","gbm",5,0.775121832358674,0.802144249512671
"6","gbm",6,0.782846003898635,0.734892787524366
"7","gbm",7,0.776151315789474,0.742690058479532
"8","gbm",8,0.785404483430799,0.725146198830409
"9","gbm",9,0.784588282299953,0.768833849329205
"10","gbm",10,0.780562517404623,0.74922600619195
