"","model","split","auc_train","auc_test"
"1","gbm300",1,0.797892300194932,0.75
"2","gbm300",2,0.783369883040936,0.844541910331384
"3","gbm300",3,0.808211500974659,0.62280701754386
"4","gbm300",4,0.798830409356725,0.675925925925926
"5","gbm300",5,0.787146686159844,0.804093567251462
"6","gbm300",6,0.795437378167641,0.723684210526316
"7","gbm300",7,0.793597709551657,0.748050682261209
"8","gbm300",8,0.794876949317739,0.712962962962963
"9","gbm300",9,0.791265603622583,0.757997936016512
"10","gbm300",10,0.793572094487426,0.723942208462332
