"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.989675549383348,0.98135019102761
"2","gbmtuned",2,0.994099750599075,0.990058502648431
"3","gbmtuned",3,0.992357852465063,0.988595936437663
"4","gbmtuned",4,0.988861300299315,0.990475058912058
"5","gbmtuned",5,0.989490896498097,0.977851046555377
"6","gbmtuned",6,0.989190995748638,0.987603714925048
"7","gbmtuned",7,0.990768283200087,0.968831065961702
"8","gbmtuned",8,0.989492728139482,0.982851145567239
"9","gbmtuned",9,0.991908785235896,0.986257153607002
"10","gbmtuned",10,0.989932444181339,0.975959919998416
