"","model","split","auc_train","auc_test"
"1","gbm300",1,0.99606589124813,0.992835330044632
"2","gbm300",2,0.996990711212645,0.938806671364811
"3","gbm300",3,0.995947027240152,0.967112990368804
"4","gbm300",4,0.995141071283615,0.98226450552032
"5","gbm300",5,0.995056996741387,0.992482969227155
"6","gbm300",6,0.994213352196955,0.999530185576697
"7","gbm300",7,0.995343317748118,1
"8","gbm300",8,0.995984075381165,0.984535473970015
"9","gbm300",9,0.994281798531551,0.991854562625428
"10","gbm300",10,0.99434264587426,0.997639003659544
