"","model","split","auc_train","auc_test"
"1","gbm",1,0.954359266493056,0.950954861111111
"2","gbm",2,0.956993272569444,0.908420138888889
"3","gbm",3,0.954660373263889,0.947482638888889
"4","gbm",4,0.951386176215278,0.936848958333333
"5","gbm",5,0.953485785590278,0.946614583333333
"6","gbm",6,0.956778971354167,0.915364583333333
"7","gbm",7,0.953358289930556,0.937934027777778
"8","gbm",8,0.950130208333333,0.935112847222222
"9","gbm",9,0.953219353864734,0.911764705882353
"10","gbm",10,0.950561270703934,0.955422794117647
