"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.983293241503903,0.972942018879666
"2","gbmtuned",2,0.98354168046079,0.975509106177505
"3","gbmtuned",3,0.982722868271586,0.983054787022666
"4","gbmtuned",4,0.983612894610631,0.976293572065891
"5","gbmtuned",5,0.983130803765045,0.971948549534756
"6","gbmtuned",6,0.981713875193942,0.966480478373201
"7","gbmtuned",7,0.980774527397949,0.966336005763894
"8","gbmtuned",8,0.98085599234424,0.974955579363307
"9","gbmtuned",9,0.981152568104472,0.970556306813913
"10","gbmtuned",10,0.98164948845556,0.960286605063481
