"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.943580506691356,0.686777747917227
"2","gbmtuned",2,0.952249810622002,0.614216608438592
"3","gbmtuned",3,0.986272137648284,0.659972677595628
"4","gbmtuned",4,0.986950969519777,0.686475409836066
"5","gbmtuned",5,0.913364922539235,0.568852459016393
"6","gbmtuned",6,0.939219343347784,0.592896174863388
"7","gbmtuned",7,0.987708774406022,0.539071038251366
"8","gbmtuned",8,0.94098531437981,0.532786885245902
"9","gbmtuned",9,0.986497294754175,0.523770491803279
"10","gbmtuned",10,0.986288940417381,0.596857923497268
