"","model","split","auc_train","auc_test"
"1","logreg",1,0.864750893655049,0.867965367965368
"2","logreg",2,0.856666108132261,0.928571428571429
"3","logreg",3,0.867002017633565,0.773809523809524
"4","logreg",4,0.864348691302065,0.921428571428571
"5","logreg",5,0.861170227467455,0.866666666666667
"6","logreg",6,0.871086786987522,0.793791574279379
"7","logreg",7,0.871615975935829,0.832594235033259
"8","logreg",8,0.886878899286987,0.516629711751663
"9","logreg",9,0.873468137254902,0.829268292682927
"10","logreg",10,0.867967357397504,0.840354767184035
