"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.860248962655602,0.911851851851852
"2","gbmtuned",2,0.891987090825265,0.768888888888889
"3","gbmtuned",3,0.862812355924389,0.867407407407407
"4","gbmtuned",4,0.869589672660212,0.834814814814815
"5","gbmtuned",5,0.868446288612264,0.81037037037037
"6","gbmtuned",6,0.863845089903181,0.897037037037037
"7","gbmtuned",7,0.869857076994006,0.805925925925926
"8","gbmtuned",8,0.881097279852467,0.847407407407407
"9","gbmtuned",9,0.867786960514233,0.826923076923077
"10","gbmtuned",10,0.874921946740129,0.797692307692308
