"","model","split","auc_train","auc_test"
"1","svm",1,0.999905044098215,0.999663962189074
"2","svm",2,0.999895180299464,0.999788914876891
"3","svm",3,0.99990548594795,0.999779361044131
"4","svm",4,0.999904767437577,0.999846037651674
"5","svm",5,0.999903465137525,0.999770874930444
"6","svm",6,0.999904393213424,0.999910289655306
"7","svm",7,0.999909497630869,0.999866646784915
"8","svm",8,0.999906803216969,0.999718745946365
"9","svm",9,0.99990225265127,0.999839976141898
"10","svm",10,0.999900860537421,0.999689650699438
