"","model","split","auc_train","auc_test"
"1","safe_logreg_gbm",1,0.874586900072035,0.868509005894168
"2","safe_logreg_gbm",2,0.87035158056866,0.867109552504198
"3","safe_logreg_gbm",3,0.878157343858221,0.848768481016826
"4","safe_logreg_gbm",4,0.873460282445731,0.867060160031611
"5","safe_logreg_gbm",5,0.87367046644036,0.85243389223938
"6","safe_logreg_gbm",6,0.872007403077645,0.869822387169461
"7","safe_logreg_gbm",7,0.865580559930608,0.912030286964014
"8","safe_logreg_gbm",8,0.874794155147507,0.871421234011532
"9","safe_logreg_gbm",9,0.86933141730853,0.876425824130474
"10","safe_logreg_gbm",10,0.876966496139644,0.874345895442315
