"","model","split","auc_train","auc_test"
"1","gbm300",1,0.915930544087158,0.8999518999519
"2","gbm300",2,0.903788234315688,0.902356902356902
"3","gbm300",3,0.914825617659813,0.911976911976912
"4","gbm300",4,0.91092867284079,0.87974987974988
"5","gbm300",5,0.919845310300172,0.923520923520924
"6","gbm300",6,0.91302565686688,0.932178932178932
"7","gbm300",7,0.917392546051692,0.896584440227704
"8","gbm300",8,0.912721928697225,0.90180265654649
"9","gbm300",9,0.915071514979008,0.886608015640274
"10","gbm300",10,0.91821437889893,0.901759530791789
