"","model","split","auc_train","auc_test"
"1","gbm300",1,0.868655855066112,0.677278106508876
"2","gbm300",2,0.871201694791438,0.690177514792899
"3","gbm300",3,0.875718460077434,0.649408284023669
"4","gbm300",4,0.872036671780262,0.670887573964497
"5","gbm300",5,0.870786763094455,0.697278106508876
"6","gbm300",6,0.868010081087004,0.677278106508876
"7","gbm300",7,0.869655197603916,0.638047337278106
"8","gbm300",8,0.865527065527065,0.645443786982248
"9","gbm300",9,0.871704288114544,0.657100591715976
"10","gbm300",10,0.871183431952663,0.733431952662722
