"","model","split","auc_train","auc_test"
"1","logreg",1,0.828390963577686,0.915555555555556
"2","logreg",2,0.851526048870447,0.737037037037037
"3","logreg",3,0.834679575841402,0.885185185185185
"4","logreg",4,0.839723374827109,0.833333333333333
"5","logreg",5,0.84179806362379,0.811851851851852
"6","logreg",6,0.834568925772245,0.891111111111111
"7","logreg",7,0.842535730751498,0.798518518518519
"8","logreg",8,0.836366989396035,0.872592592592593
"9","logreg",9,0.839476584022039,0.826153846153846
"10","logreg",10,0.845684113865932,0.767692307692308
