"","model","split","auc_train","auc_test"
"1","svm",1,0.755713937621832,0.762670565302144
"2","svm",2,0.756682504873294,0.726120857699805
"3","svm",3,0.774049707602339,0.61598440545809
"4","svm",4,0.760989278752437,0.716861598440546
"5","svm",5,0.753709795321637,0.738791423001949
"6","svm",6,0.767641325536062,0.6135477582846
"7","svm",7,0.763029970760234,0.693469785575049
"8","svm",8,0.756700779727095,0.6817738791423
"9","svm",9,0.784430883973218,0.712074303405573
"10","svm",10,0.783873936047849,0.649638802889577
