"","model","split","auc_train","auc_test"
"1","gbmtuned",1,0.922521581575473,0.911939255353749
"2","gbmtuned",2,0.922311922902849,0.914071368442534
"3","gbmtuned",3,0.921830281820974,0.911311262577085
"4","gbmtuned",4,0.921057932931399,0.914602417766975
"5","gbmtuned",5,0.920851146829678,0.919630959187921
"6","gbmtuned",6,0.921041051378488,0.915916347878373
"7","gbmtuned",7,0.9181462047035,0.925054247839058
"8","gbmtuned",8,0.921085602382892,0.918782242087229
"9","gbmtuned",9,0.921278725752136,0.910973754901116
"10","gbmtuned",10,0.920874010249347,0.917747683833734
