"","model","split","auc_train","auc_test"
"1","gbm",1,0.86781343546399,0.699911347517731
"2","gbm",2,0.856502575277338,0.910017730496454
"3","gbm",3,0.85777920848741,0.892730496453901
"4","gbm",4,0.860756466086039,0.828571428571429
"5","gbm",5,0.8650451966218,0.79375
"6","gbm",6,0.867393001671505,0.765401785714286
"7","gbm",7,0.861729678015307,0.810714285714286
"8","gbm",8,0.858854029207355,0.856696428571429
"9","gbm",9,0.862329000615818,0.847767857142857
"10","gbm",10,0.865212896982493,0.8265625
