"","model","split","auc_train","auc_test"
"1","gbm300",1,0.987698948267491,0.986681751713985
"2","gbm300",2,0.987664909206482,0.987817877422095
"3","gbm300",3,0.987861293351138,0.985260013113024
"4","gbm300",4,0.987604552085801,0.988037458712532
"5","gbm300",5,0.987643017428947,0.987263254256578
"6","gbm300",6,0.987551832706714,0.987633162278008
"7","gbm300",7,0.987733082278224,0.98715268834248
"8","gbm300",8,0.987399032867017,0.989611402257402
"9","gbm300",9,0.987827637970885,0.985623551148184
"10","gbm300",10,0.987703705529817,0.986407210741482
