"","model","split","auc_train","auc_test"
"1","gbm300",1,0.886419632380903,0.880204779313292
"2","gbm300",2,0.885985670113641,0.881157588835886
"3","gbm300",3,0.886766396846338,0.874070948438037
"4","gbm300",4,0.886002139239048,0.885715293943142
"5","gbm300",5,0.885547337799042,0.886967320511624
"6","gbm300",6,0.886238153636672,0.882422444131305
"7","gbm300",7,0.884452982948002,0.897842507019722
"8","gbm300",8,0.885429472285727,0.890928029759227
"9","gbm300",9,0.886435020697297,0.880449650501357
"10","gbm300",10,0.885753102677336,0.886909034643594
