"","model","split","auc_train","auc_test"
"1","svm",1,0.988788880317508,0.983452950558214
"2","svm",2,0.990239305833167,0.952452153110048
"3","svm",3,0.98960918611042,0.966041998936736
"4","svm",4,0.989698733763326,0.962785752259436
"5","svm",5,0.988473820456134,0.968999202551834
"6","svm",6,0.990576337743529,0.942273180458624
"7","svm",7,0.990117929275296,0.961448986374211
"8","svm",8,0.989091439345084,0.975373878364905
"9","svm",9,0.990727182790137,0.960026737967914
"10","svm",10,0.989586809767471,0.972927807486631
